          ;      600940;   ;Filtro    ;Inicio                                  ;23122016      ;103338;200.55.212.170 ;OK ;                    ;Inicio de filtrado                                                      
          ;      600940;   ;Filtro    ;tbk_param.txt                           ;23122016      ;103338;200.55.212.170 ;OK ;                    ;Archivo parseado                                                        
          ;      600940;   ;Filtro    ;Terminado                               ;23122016      ;103338;200.55.212.170 ;OK ;                    ;Datos Filtrados con exito                                               
250001852 ;      600940;   ;pago      ;inicio                                  ;23122016      ;103338;200.55.212.170 ;OK ;597026007976        ;Parseo realizado                                                        
250001852 ;      600940;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;103338;200.55.212.170 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
250001852 ;      600940;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;103338;200.55.212.170 ;OK ;597026007976        ;Mac generado                                                            
250001852 ;      600940;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;103338;200.55.212.170 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
250001852 ;      600940;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;103338;200.55.212.170 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
250001852 ;      600940;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;103338;200.55.212.170 ;OK ;597026007976        ;Datos listos para ser enviados                                          
250001852 ;      600940;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;103338;200.55.212.170 ;OK ;597026007976        ;Medio 2: Por redireccion                                                
250001852 ;      600940;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;103338;200.55.212.170 ;OK ;597026007976        ;Redireccion web                                                         
250001852 ;      600940;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;103338;200.55.212.170 ;OK ;597026007976        ;Todo OK                                                                 
          ;      606052;   ;Filtro    ;Inicio                                  ;23122016      ;110440;200.55.212.170 ;OK ;                    ;Inicio de filtrado                                                      
          ;      606052;   ;Filtro    ;tbk_param.txt                           ;23122016      ;110440;200.55.212.170 ;OK ;                    ;Archivo parseado                                                        
          ;      606052;   ;Filtro    ;Terminado                               ;23122016      ;110440;200.55.212.170 ;OK ;                    ;Datos Filtrados con exito                                               
250188001 ;      606052;   ;pago      ;inicio                                  ;23122016      ;110440;200.55.212.170 ;OK ;597026007976        ;Parseo realizado                                                        
250188001 ;      606052;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;110440;200.55.212.170 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
250188001 ;      606052;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;110440;200.55.212.170 ;OK ;597026007976        ;Mac generado                                                            
250188001 ;      606052;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;110440;200.55.212.170 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
250188001 ;      606052;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;110440;200.55.212.170 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
250188001 ;      606052;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;110440;200.55.212.170 ;OK ;597026007976        ;Datos listos para ser enviados                                          
250188001 ;      606052;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;110440;200.55.212.170 ;OK ;597026007976        ;Medio 2: Por redireccion                                                
250188001 ;      606052;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;110440;200.55.212.170 ;OK ;597026007976        ;Redireccion web                                                         
250188001 ;      606052;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;110440;200.55.212.170 ;OK ;597026007976        ;Todo OK                                                                 
          ;      606057;   ;Filtro    ;Inicio                                  ;23122016      ;110441;200.55.212.170 ;OK ;                    ;Inicio de filtrado                                                      
          ;      606057;   ;Filtro    ;tbk_param.txt                           ;23122016      ;110441;200.55.212.170 ;OK ;                    ;Archivo parseado                                                        
          ;      606057;   ;Filtro    ;Terminado                               ;23122016      ;110441;200.55.212.170 ;OK ;                    ;Datos Filtrados con exito                                               
250188177 ;      606057;   ;pago      ;inicio                                  ;23122016      ;110441;200.55.212.170 ;OK ;597026007976        ;Parseo realizado                                                        
250188177 ;      606057;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;110441;200.55.212.170 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
250188177 ;      606057;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;110441;200.55.212.170 ;OK ;597026007976        ;Mac generado                                                            
250188177 ;      606057;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;110441;200.55.212.170 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
250188177 ;      606057;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;110441;200.55.212.170 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
250188177 ;      606057;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;110441;200.55.212.170 ;OK ;597026007976        ;Datos listos para ser enviados                                          
250188177 ;      606057;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;110441;200.55.212.170 ;OK ;597026007976        ;Medio 2: Por redireccion                                                
250188177 ;      606057;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;110441;200.55.212.170 ;OK ;597026007976        ;Redireccion web                                                         
250188177 ;      606057;   ;pago      ;https://certificacion.webpay.cl         ;23122016      ;110441;200.55.212.170 ;OK ;597026007976        ;Todo OK                                                                 
