          ;      105875;   ;Filtro    ;Inicio                                  ;25052017      ;092925;201.236.135.68 ;OK ;                    ;Inicio de filtrado                                                      
          ;      105875;   ;Filtro    ;tbk_param.txt                           ;25052017      ;092925;201.236.135.68 ;OK ;                    ;Archivo parseado                                                        
          ;      105875;   ;Filtro    ;Terminado                               ;25052017      ;092925;201.236.135.68 ;OK ;                    ;Datos Filtrados con exito                                               
571896560 ;      105875;   ;pago      ;inicio                                  ;25052017      ;092925;201.236.135.68 ;OK ;597026007976        ;Parseo realizado                                                        
571896560 ;      105875;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;092925;201.236.135.68 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
571896560 ;      105875;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;092925;201.236.135.68 ;OK ;597026007976        ;Mac generado                                                            
571896560 ;      105875;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;092925;201.236.135.68 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
571896560 ;      105875;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;092925;201.236.135.68 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
571896560 ;      105875;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;092925;201.236.135.68 ;OK ;597026007976        ;Datos listos para ser enviados                                          
571896560 ;      105875;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;092925;201.236.135.68 ;OK ;597026007976        ;Medio 2: Por redireccion                                                
571896560 ;      105875;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;092925;201.236.135.68 ;OK ;597026007976        ;Redireccion web                                                         
571896560 ;      105875;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;092925;201.236.135.68 ;OK ;597026007976        ;Todo OK                                                                 
          ;      183459;   ;Filtro    ;Inicio                                  ;25052017      ;153644;201.236.135.68 ;OK ;                    ;Inicio de filtrado                                                      
          ;      183459;   ;Filtro    ;tbk_param.txt                           ;25052017      ;153644;201.236.135.68 ;OK ;                    ;Archivo parseado                                                        
          ;      183459;   ;Filtro    ;Terminado                               ;25052017      ;153644;201.236.135.68 ;OK ;                    ;Datos Filtrados con exito                                               
574100466 ;      183459;   ;pago      ;inicio                                  ;25052017      ;153644;201.236.135.68 ;OK ;597026007976        ;Parseo realizado                                                        
574100466 ;      183459;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;153644;201.236.135.68 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
574100466 ;      183459;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;153644;201.236.135.68 ;OK ;597026007976        ;Mac generado                                                            
574100466 ;      183459;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;153644;201.236.135.68 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
574100466 ;      183459;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;153644;201.236.135.68 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
574100466 ;      183459;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;153644;201.236.135.68 ;OK ;597026007976        ;Datos listos para ser enviados                                          
574100466 ;      183459;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;153644;201.236.135.68 ;OK ;597026007976        ;Medio 2: Por redireccion                                                
574100466 ;      183459;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;153644;201.236.135.68 ;OK ;597026007976        ;Redireccion web                                                         
574100466 ;      183459;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;153644;201.236.135.68 ;OK ;597026007976        ;Todo OK                                                                 
          ;      203505;   ;Filtro    ;Inicio                                  ;25052017      ;171109;201.236.135.68 ;OK ;                    ;Inicio de filtrado                                                      
          ;      203505;   ;Filtro    ;tbk_param.txt                           ;25052017      ;171109;201.236.135.68 ;OK ;                    ;Archivo parseado                                                        
          ;      203505;   ;Filtro    ;Terminado                               ;25052017      ;171109;201.236.135.68 ;OK ;                    ;Datos Filtrados con exito                                               
574666982 ;      203505;   ;pago      ;inicio                                  ;25052017      ;171109;201.236.135.68 ;OK ;597026007976        ;Parseo realizado                                                        
574666982 ;      203505;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;171109;201.236.135.68 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
574666982 ;      203505;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;171109;201.236.135.68 ;OK ;597026007976        ;Mac generado                                                            
574666982 ;      203505;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;171109;201.236.135.68 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
574666982 ;      203505;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;171109;201.236.135.68 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
574666982 ;      203505;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;171109;201.236.135.68 ;OK ;597026007976        ;Datos listos para ser enviados                                          
574666982 ;      203505;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;171109;201.236.135.68 ;OK ;597026007976        ;Medio 2: Por redireccion                                                
574666982 ;      203505;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;171109;201.236.135.68 ;OK ;597026007976        ;Redireccion web                                                         
574666982 ;      203505;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;171109;201.236.135.68 ;OK ;597026007976        ;Todo OK                                                                 
          ;      211884;   ;Filtro    ;Inicio                                  ;25052017      ;175049;201.236.135.68 ;OK ;                    ;Inicio de filtrado                                                      
          ;      211884;   ;Filtro    ;tbk_param.txt                           ;25052017      ;175049;201.236.135.68 ;OK ;                    ;Archivo parseado                                                        
          ;      211884;   ;Filtro    ;Terminado                               ;25052017      ;175049;201.236.135.68 ;OK ;                    ;Datos Filtrados con exito                                               
574904940 ;      211884;   ;pago      ;inicio                                  ;25052017      ;175049;201.236.135.68 ;OK ;597026007976        ;Parseo realizado                                                        
574904940 ;      211884;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;175049;201.236.135.68 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
574904940 ;      211884;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;175049;201.236.135.68 ;OK ;597026007976        ;Mac generado                                                            
574904940 ;      211884;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;175049;201.236.135.68 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
574904940 ;      211884;   ;pago      ;https://certificacion.webpay.cl         ;25052017      ;175049;201.236.135.68 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
