          ;      104829;   ;Filtro    ;Inicio                                  ;23022016      ;110507;200.55.212.170 ;OK ;                    ;Inicio de filtrado                                                      
          ;      104829;   ;Filtro    ;tbk_param.txt                           ;23022016      ;110507;200.55.212.170 ;OK ;                    ;Archivo parseado                                                        
          ;      104829;   ;Filtro    ;Terminado                               ;23022016      ;110507;200.55.212.170 ;OK ;                    ;Datos Filtrados con exito                                               
623630762 ;      104829;   ;pago      ;inicio                                  ;23022016      ;110507;200.55.212.170 ;OK ;597026007976        ;Parseo realizado                                                        
623630762 ;      104829;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110507;200.55.212.170 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
623630762 ;      104829;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110507;200.55.212.170 ;OK ;597026007976        ;Mac generado                                                            
623630762 ;      104829;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110507;200.55.212.170 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
623630762 ;      104829;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110507;200.55.212.170 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
623630762 ;      104829;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110507;200.55.212.170 ;OK ;597026007976        ;Datos listos para ser enviados                                          
623630762 ;      104829;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110507;200.55.212.170 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
623630762 ;      104829;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110507;200.55.212.170 ;ERR;597026007976        ;No se pudo decifrar el contenido, posible error de llaves               
623630762 ;      104829;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110507;200.55.212.170 ;ERR;597026007976        ;283                                                                     
          ;      104895;   ;Filtro    ;Inicio                                  ;23022016      ;110524;200.55.212.170 ;OK ;                    ;Inicio de filtrado                                                      
          ;      104895;   ;Filtro    ;tbk_param.txt                           ;23022016      ;110524;200.55.212.170 ;OK ;                    ;Archivo parseado                                                        
          ;      104895;   ;Filtro    ;Terminado                               ;23022016      ;110524;200.55.212.170 ;OK ;                    ;Datos Filtrados con exito                                               
623632431 ;      104895;   ;pago      ;inicio                                  ;23022016      ;110524;200.55.212.170 ;OK ;597026007976        ;Parseo realizado                                                        
623632431 ;      104895;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110524;200.55.212.170 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
623632431 ;      104895;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110524;200.55.212.170 ;OK ;597026007976        ;Mac generado                                                            
623632431 ;      104895;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110524;200.55.212.170 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
623632431 ;      104895;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110524;200.55.212.170 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
623632431 ;      104895;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110524;200.55.212.170 ;OK ;597026007976        ;Datos listos para ser enviados                                          
623632431 ;      104895;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110524;200.55.212.170 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
623632431 ;      104895;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110524;200.55.212.170 ;ERR;597026007976        ;No se pudo decifrar el contenido, posible error de llaves               
623632431 ;      104895;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110524;200.55.212.170 ;ERR;597026007976        ;283                                                                     
          ;      105174;   ;Filtro    ;Inicio                                  ;23022016      ;110634;200.55.212.170 ;OK ;                    ;Inicio de filtrado                                                      
          ;      105174;   ;Filtro    ;tbk_param.txt                           ;23022016      ;110634;200.55.212.170 ;OK ;                    ;Archivo parseado                                                        
          ;      105174;   ;Filtro    ;Terminado                               ;23022016      ;110634;200.55.212.170 ;OK ;                    ;Datos Filtrados con exito                                               
623639454 ;      105174;   ;pago      ;inicio                                  ;23022016      ;110634;200.55.212.170 ;OK ;597026007976        ;Parseo realizado                                                        
623639454 ;      105174;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110634;200.55.212.170 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
623639454 ;      105174;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110634;200.55.212.170 ;OK ;597026007976        ;Mac generado                                                            
623639454 ;      105174;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110634;200.55.212.170 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
623639454 ;      105174;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110634;200.55.212.170 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
623639454 ;      105174;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110634;200.55.212.170 ;OK ;597026007976        ;Datos listos para ser enviados                                          
623639454 ;      105174;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110634;200.55.212.170 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
623639454 ;      105174;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110634;200.55.212.170 ;ERR;597026007976        ;No se pudo decifrar el contenido, posible error de llaves               
623639454 ;      105174;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;110634;200.55.212.170 ;ERR;597026007976        ;283                                                                     
          ;      109149;   ;Filtro    ;Inicio                                  ;23022016      ;112009;200.55.212.170 ;OK ;                    ;Inicio de filtrado                                                      
          ;      109149;   ;Filtro    ;tbk_param.txt                           ;23022016      ;112009;200.55.212.170 ;OK ;                    ;Archivo parseado                                                        
          ;      109149;   ;Filtro    ;Terminado                               ;23022016      ;112009;200.55.212.170 ;OK ;                    ;Datos Filtrados con exito                                               
623720993 ;      109149;   ;pago      ;inicio                                  ;23022016      ;112009;200.55.212.170 ;OK ;597026007976        ;Parseo realizado                                                        
623720993 ;      109149;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;112009;200.55.212.170 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
623720993 ;      109149;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;112009;200.55.212.170 ;OK ;597026007976        ;Mac generado                                                            
623720993 ;      109149;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;112009;200.55.212.170 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
623720993 ;      109149;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;112009;200.55.212.170 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
623720993 ;      109149;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;112009;200.55.212.170 ;OK ;597026007976        ;Datos listos para ser enviados                                          
623720993 ;      109149;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;112009;200.55.212.170 ;OK ;597026007976        ;Medio 1: Transaccion segura                                             
623720993 ;      109149;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;112009;200.55.212.170 ;ERR;597026007976        ;No se pudo decifrar el contenido, posible error de llaves               
623720993 ;      109149;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;112009;200.55.212.170 ;ERR;597026007976        ;283                                                                     
          ;      174614;   ;Filtro    ;Inicio                                  ;23022016      ;155221;200.55.212.170 ;OK ;                    ;Inicio de filtrado                                                      
          ;      174614;   ;Filtro    ;tbk_param.txt                           ;23022016      ;155221;200.55.212.170 ;OK ;                    ;Archivo parseado                                                        
          ;      174614;   ;Filtro    ;Terminado                               ;23022016      ;155221;200.55.212.170 ;OK ;                    ;Datos Filtrados con exito                                               
625354131 ;      174614;   ;pago      ;inicio                                  ;23022016      ;155221;200.55.212.170 ;OK ;597026007976        ;Parseo realizado                                                        
625354131 ;      174614;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;155221;200.55.212.170 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
625354131 ;      174614;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;155221;200.55.212.170 ;OK ;597026007976        ;Mac generado                                                            
625354131 ;      174614;   ;pago      ;https://certificacion.webpay.cl         ;23022016      ;155221;200.55.212.170 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
