          ;      323572;   ;Filtro    ;Inicio                                  ;16052016      ;121510;200.55.212.170 ;OK ;                    ;Inicio de filtrado                                                      
341497912 ;      331608;   ;transacc  ;341497912                               ;16052016      ;130954;200.10.12.55   ;OK ;597026007976        ;Llego ACK del Comercio                                                  
341497912 ;      331608;   ;resultado ;33412                                   ;16052016      ;130954;200.10.12.55   ;OK ;597026007976        ;tienda acepto transaccion                                               
341497912 ;      331608;   ;resultado ;33412                                   ;16052016      ;130954;200.10.12.55   ;OK ;597026007976        ;respuesta enviada a TBK (ACK)                                           
341497912 ;      331608;   ;resultado ;33412                                   ;16052016      ;130954;200.10.12.55   ;OK ;597026007976        ;Todo OK                                                                 
          ;      331939;   ;Filtro    ;Inicio                                  ;16052016      ;131136;200.55.212.170 ;OK ;                    ;Inicio de filtrado                                                      
          ;      331939;   ;Filtro    ;tbk_param.txt                           ;16052016      ;131136;200.55.212.170 ;OK ;                    ;Archivo parseado                                                        
          ;      331939;   ;Filtro    ;Terminado                               ;16052016      ;131136;200.55.212.170 ;OK ;                    ;Datos Filtrados con exito                                               
341509654 ;      331939;   ;pago      ;inicio                                  ;16052016      ;131136;200.55.212.170 ;OK ;597026007976        ;Parseo realizado                                                        
341509654 ;      331939;   ;pago      ;https://certificacion.webpay.cl         ;16052016      ;131136;200.55.212.170 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
341509654 ;      331939;   ;pago      ;https://certificacion.webpay.cl         ;16052016      ;131136;200.55.212.170 ;OK ;597026007976        ;Mac generado                                                            
341509654 ;      331939;   ;pago      ;https://certificacion.webpay.cl         ;16052016      ;131136;200.55.212.170 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
341509654 ;      331939;   ;pago      ;https://certificacion.webpay.cl         ;16052016      ;131136;200.55.212.170 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
341509654 ;      331939;   ;pago      ;https://certificacion.webpay.cl         ;16052016      ;131136;200.55.212.170 ;OK ;597026007976        ;Datos listos para ser enviados                                          
341509654 ;      331939;   ;pago      ;https://certificacion.webpay.cl         ;16052016      ;131136;200.55.212.170 ;OK ;597026007976        ;Medio 2: Por redireccion                                                
341509654 ;      331939;   ;pago      ;https://certificacion.webpay.cl         ;16052016      ;131136;200.55.212.170 ;OK ;597026007976        ;Redireccion web                                                         
341509654 ;      331939;   ;pago      ;https://certificacion.webpay.cl         ;16052016      ;131136;200.55.212.170 ;OK ;597026007976        ;Todo OK                                                                 
          ;      331960;   ;resultado ;Desencriptando                          ;16052016      ;131150;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;      331960;   ;resultado ;Validacion                              ;16052016      ;131150;200.10.12.55   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;      331960;   ;resultado ;33413                                   ;16052016      ;131150;200.10.12.55   ;OK ;                    ;Parseo de los datos                                                     
          ;      331960;   ;resultado ;33413                                   ;16052016      ;131150;200.10.12.55   ;OK ;                    ;http://staging.booksandbits.cl/compras/cierre                           
341509654 ;      331960;   ;transacc  ;341509654                               ;16052016      ;131150;200.10.12.55   ;OK ;597026007976        ;conectandose al port :(80)                                              
341509654 ;      331960;   ;resultado ;logro abrir_conexion                    ;16052016      ;131150;200.10.12.55   ; 0 ;597026007976        ;Abrio socket para conex-com                                             
341509654 ;      331960;   ;transacc  ;341509654                               ;16052016      ;131150;200.10.12.55   ;OK ;597026007976        ;POST a url http://staging.booksandbits.cl/compras/cierre                
341509654 ;      331960;   ;transacc  ;341509654                               ;16052016      ;131150;200.10.12.55   ;OK ;597026007976        ;mensaje enviado                                                         
          ;      331963;   ;check_mac ;                                        ;16052016      ;131150;190.107.176.19 ;OK ;                    ;Todo OK                                                                 
341509654 ;      331960;   ;transacc  ;341509654                               ;16052016      ;131150;200.10.12.55   ;OK ;597026007976        ;Llego ACK del Comercio                                                  
341509654 ;      331960;   ;resultado ;33413                                   ;16052016      ;131150;200.10.12.55   ;OK ;597026007976        ;tienda acepto transaccion                                               
341509654 ;      331960;   ;resultado ;33413                                   ;16052016      ;131150;200.10.12.55   ;OK ;597026007976        ;respuesta enviada a TBK (ACK)                                           
341509654 ;      331960;   ;resultado ;33413                                   ;16052016      ;131150;200.10.12.55   ;OK ;597026007976        ;Todo OK                                                                 
          ;      359969;   ;Filtro    ;Inicio                                  ;16052016      ;162153;200.55.212.170 ;OK ;                    ;Inicio de filtrado                                                      
          ;      359969;   ;Filtro    ;tbk_param.txt                           ;16052016      ;162153;200.55.212.170 ;OK ;                    ;Archivo parseado                                                        
          ;      359969;   ;Filtro    ;Terminado                               ;16052016      ;162153;200.55.212.170 ;OK ;                    ;Datos Filtrados con exito                                               
342651316 ;      359969;   ;pago      ;inicio                                  ;16052016      ;162153;200.55.212.170 ;OK ;597026007976        ;Parseo realizado                                                        
342651316 ;      359969;   ;pago      ;https://certificacion.webpay.cl         ;16052016      ;162153;200.55.212.170 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
342651316 ;      359969;   ;pago      ;https://certificacion.webpay.cl         ;16052016      ;162153;200.55.212.170 ;OK ;597026007976        ;Mac generado                                                            
342651316 ;      359969;   ;pago      ;https://certificacion.webpay.cl         ;16052016      ;162153;200.55.212.170 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
342651316 ;      359969;   ;pago      ;https://certificacion.webpay.cl         ;16052016      ;162153;200.55.212.170 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
342651316 ;      359969;   ;pago      ;https://certificacion.webpay.cl         ;16052016      ;162153;200.55.212.170 ;OK ;597026007976        ;Datos listos para ser enviados                                          
342651316 ;      359969;   ;pago      ;https://certificacion.webpay.cl         ;16052016      ;162153;200.55.212.170 ;OK ;597026007976        ;Medio 2: Por redireccion                                                
342651316 ;      359969;   ;pago      ;https://certificacion.webpay.cl         ;16052016      ;162153;200.55.212.170 ;OK ;597026007976        ;Redireccion web                                                         
342651316 ;      359969;   ;pago      ;https://certificacion.webpay.cl         ;16052016      ;162153;200.55.212.170 ;OK ;597026007976        ;Todo OK                                                                 
          ;      360036;   ;resultado ;Desencriptando                          ;16052016      ;162211;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;      360036;   ;resultado ;Validacion                              ;16052016      ;162211;200.10.12.55   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;      360036;   ;resultado ;33414                                   ;16052016      ;162211;200.10.12.55   ;OK ;                    ;Parseo de los datos                                                     
          ;      360036;   ;resultado ;33414                                   ;16052016      ;162211;200.10.12.55   ;OK ;                    ;http://staging.booksandbits.cl/compras/cierre                           
342651316 ;      360036;   ;transacc  ;342651316                               ;16052016      ;162211;200.10.12.55   ;OK ;597026007976        ;conectandose al port :(80)                                              
342651316 ;      360036;   ;resultado ;logro abrir_conexion                    ;16052016      ;162211;200.10.12.55   ; 0 ;597026007976        ;Abrio socket para conex-com                                             
342651316 ;      360036;   ;transacc  ;342651316                               ;16052016      ;162211;200.10.12.55   ;OK ;597026007976        ;POST a url http://staging.booksandbits.cl/compras/cierre                
342651316 ;      360036;   ;transacc  ;342651316                               ;16052016      ;162211;200.10.12.55   ;OK ;597026007976        ;mensaje enviado                                                         
          ;      360039;   ;check_mac ;                                        ;16052016      ;162211;190.107.176.19 ;OK ;                    ;Todo OK                                                                 
342651316 ;      360036;   ;transacc  ;342651316                               ;16052016      ;162211;200.10.12.55   ;OK ;597026007976        ;Llego ACK del Comercio                                                  
342651316 ;      360036;   ;resultado ;33414                                   ;16052016      ;162211;200.10.12.55   ;OK ;597026007976        ;tienda acepto transaccion                                               
342651316 ;      360036;   ;resultado ;33414                                   ;16052016      ;162211;200.10.12.55   ;OK ;597026007976        ;respuesta enviada a TBK (ACK)                                           
342651316 ;      360036;   ;resultado ;33414                                   ;16052016      ;162211;200.10.12.55   ;OK ;597026007976        ;Todo OK                                                                 
