          ;      406172;   ;Filtro    ;Inicio                                  ;22062016      ;152454;201.236.135.68 ;OK ;                    ;Inicio de filtrado                                                      
          ;      406172;   ;Filtro    ;tbk_param.txt                           ;22062016      ;152454;201.236.135.68 ;OK ;                    ;Archivo parseado                                                        
          ;      406172;   ;Filtro    ;Terminado                               ;22062016      ;152454;201.236.135.68 ;OK ;                    ;Datos Filtrados con exito                                               
662349413 ;      406172;   ;pago      ;inicio                                  ;22062016      ;152454;201.236.135.68 ;OK ;597026007976        ;Parseo realizado                                                        
662349413 ;      406172;   ;pago      ;https://certificacion.webpay.cl         ;22062016      ;152454;201.236.135.68 ;OK ;597026007976        ;Datos en datos/tbk_config.dat                                           
662349413 ;      406172;   ;pago      ;https://certificacion.webpay.cl         ;22062016      ;152454;201.236.135.68 ;OK ;597026007976        ;Mac generado                                                            
662349413 ;      406172;   ;pago      ;https://certificacion.webpay.cl         ;22062016      ;152454;201.236.135.68 ;OK ;597026007976        ;Construccion TBK_PARAM                                                  
662349413 ;      406172;   ;pago      ;https://certificacion.webpay.cl         ;22062016      ;152454;201.236.135.68 ;OK ;597026007976        ;TBK_PARAM encriptado                                                    
662349413 ;      406172;   ;pago      ;https://certificacion.webpay.cl         ;22062016      ;152454;201.236.135.68 ;OK ;597026007976        ;Datos listos para ser enviados                                          
662349413 ;      406172;   ;pago      ;https://certificacion.webpay.cl         ;22062016      ;152454;201.236.135.68 ;OK ;597026007976        ;Medio 2: Por redireccion                                                
662349413 ;      406172;   ;pago      ;https://certificacion.webpay.cl         ;22062016      ;152454;201.236.135.68 ;OK ;597026007976        ;Redireccion web                                                         
662349413 ;      406172;   ;pago      ;https://certificacion.webpay.cl         ;22062016      ;152454;201.236.135.68 ;OK ;597026007976        ;Todo OK                                                                 
          ;      406321;   ;resultado ;Desencriptando                          ;22062016      ;152532;200.10.12.55   ;OK ;                    ;TBK_PARAM desencriptado                                                 
          ;      406321;   ;resultado ;Validacion                              ;22062016      ;152532;200.10.12.55   ;OK ;                    ;Entidad emisora de los datos validada                                   
          ;      406321;   ;resultado ;33416                                   ;22062016      ;152532;200.10.12.55   ;OK ;                    ;Parseo de los datos                                                     
          ;      406321;   ;resultado ;33416                                   ;22062016      ;152532;200.10.12.55   ;OK ;                    ;http://staging.booksandbits.cl/compras/cierre                           
662349413 ;      406321;   ;transacc  ;662349413                               ;22062016      ;152532;200.10.12.55   ;OK ;597026007976        ;conectandose al port :(80)                                              
662349413 ;      406321;   ;resultado ;logro abrir_conexion                    ;22062016      ;152532;200.10.12.55   ; 0 ;597026007976        ;Abrio socket para conex-com                                             
662349413 ;      406321;   ;transacc  ;662349413                               ;22062016      ;152532;200.10.12.55   ;OK ;597026007976        ;POST a url http://staging.booksandbits.cl/compras/cierre                
662349413 ;      406321;   ;transacc  ;662349413                               ;22062016      ;152532;200.10.12.55   ;OK ;597026007976        ;mensaje enviado                                                         
          ;      406324;   ;check_mac ;                                        ;22062016      ;152533;190.107.176.19 ;OK ;                    ;Todo OK                                                                 
662349413 ;      406321;   ;transacc  ;662349413                               ;22062016      ;152533;200.10.12.55   ;OK ;597026007976        ;Llego ACK del Comercio                                                  
662349413 ;      406321;   ;resultado ;33416                                   ;22062016      ;152533;200.10.12.55   ;OK ;597026007976        ;tienda acepto transaccion                                               
662349413 ;      406321;   ;resultado ;33416                                   ;22062016      ;152533;200.10.12.55   ;OK ;597026007976        ;respuesta enviada a TBK (ACK)                                           
662349413 ;      406321;   ;resultado ;33416                                   ;22062016      ;152533;200.10.12.55   ;OK ;597026007976        ;Todo OK                                                                 
